index,filename,seed,loss,LBFGS_max_iter,LBFGS_max_eval,LBFGS_history_size,learning_rate,synth_iter,synth_loss,synth_duration
0,fig16b,1,84.559,10,10.0,30,1.0,403,0.000520700297784,479.74381589889526
0,fig4a,1,72.438,5,,30,0.3,909,0.0011609651846811,646.6639926433563
0,fig16b,0,83.7315,20,20.0,300,3.0,294,0.0003056095447391,790.8238754272461
0,fig4a,0,74.0983,40,,30,0.3,280,0.0003290639433544,1381.9368619918823
0,fig16b,0,84.1251,20,10.0,300,1.0,374,0.0003986810625065,531.6347663402557
0,fig4a,0,75.0033,20,10.0,10,1.0,737,0.0010056651663035,939.3881604671478
0,fig4a,0,75.2688,10,10.0,30,3.0,826,0.0009071989334188,995.6403226852416
0,fig4a,0,74.0973,40,40.0,30,0.3,285,0.0003372158389538,1349.9738824367523
0,fig4a,1,72.9412,10,5.0,100,0.3,997,0.0010299145942553,608.021073102951
0,fig16b,1,84.2916,10,5.0,100,3.0,582,0.0008833110332489,377.498831987381
0,fig16b,1,84.7727,20,10.0,10,0.3,456,0.0006079725571908,541.2432534694672
0,fig16b,0,84.408,10,5.0,3,0.3,733,0.0019244397990405,434.2129530906677
0,fig16b,1,84.4822,5,2.0,10,1.0,1132,0.0020375621970742,273.16921830177307
0,fig16b,1,84.6158,20,20.0,10,1.0,267,0.0004379503661766,632.4709007740021
0,fig4a,0,74.2583,5,5.0,30,0.3,1088,0.0012116191210225,639.8554911613464
0,fig16b,1,84.3353,5,,3,3.0,481,0.0014019445516169,383.1442980766296
0,fig4a,0,75.3009,20,,3,3.0,500,0.0017493270570412,1524.2171885967257
0,fig4a,0,75.3806,5,5.0,10,3.0,1387,0.0017118749674409,867.6231551170349
0,fig16b,0,84.046,10,5.0,3,1.0,435,0.0017382845981046,259.3628284931183
0,fig16b,0,84.1033,5,,300,1.0,480,0.0006717866635881,403.9549980163574
0,fig16b,0,84.4832,40,40.0,10,0.3,246,0.0002286645176354,1165.523753643036
0,fig16b,1,84.6258,10,10.0,100,1.0,379,0.0004202624841127,475.1286890506744
0,fig4a,1,72.9159,20,,300,0.3,355,0.0003442141169216,1082.2386105060575
0,fig4a,0,75.0263,20,20.0,300,1.0,359,0.0002732402936089,1004.902848482132
0,fig16b,0,83.828,40,20.0,10,3.0,328,0.0004720860160887,781.5773959159851
0,fig4a,1,72.858,10,,300,0.3,533,0.0005642923642881,844.007444858551
0,fig16b,0,84.4316,10,,100,0.3,436,0.0004033064760733,629.3256335258484
0,fig16b,1,84.6052,20,20.0,30,1.0,260,0.0003627095138654,616.9414260387421
0,fig16b,1,84.8566,5,,3,0.3,506,0.0016328105702996,355.8239185810089
0,fig16b,1,84.2919,20,20.0,30,3.0,296,0.0003529984678607,699.811506986618
0,fig16b,1,84.7724,10,,10,0.3,423,0.0005874239141121,550.3405728340149
0,fig4a,0,74.1264,5,,10,0.3,1004,0.0018843313446268,717.4780659675598
0,fig16b,0,84.4003,20,,3,0.3,312,0.0010589761659502,849.1283686161041
0,fig16b,0,83.756,20,,100,3.0,269,0.0003064061456825,808.0957520008087
0,fig4a,1,72.575,20,,100,3.0,365,0.0003540584002621,1112.125393629074
0,fig16b,1,84.8815,5,2.0,3,0.3,1259,0.0031861695460975,288.77256751060486
0,fig16b,0,84.408,5,5.0,3,0.3,733,0.0019244397990405,431.70231008529663
0,fig16b,1,84.2436,10,5.0,30,3.0,606,0.000930129957851,381.5746719837189
0,fig4a,0,75.543,40,20.0,300,3.0,502,0.0004623097775038,1345.360169649124
0,fig16b,0,84.4791,5,2.0,300,0.3,1372,0.0021133804693818,393.1631019115448
0,fig16b,0,84.198,40,20.0,10,1.0,274,0.000429218111094,645.2500388622284
0,fig16b,0,84.4284,20,10.0,300,0.3,432,0.0003701127425301,621.4374570846558
0,fig4a,0,74.0937,40,,300,0.3,241,0.0001441166677977,1445.2277269363403
0,fig16b,1,84.2755,10,,30,3.0,415,0.0004598985833581,646.8307635784149
0,fig16b,0,84.4645,10,5.0,10,0.3,702,0.0010780977318063,416.6210052967072
0,fig4a,1,73.2912,40,,300,1.0,192,0.00013068318367,1254.6284544467926
0,fig4a,1,72.5771,5,2.0,3,1.0,1704,0.0105429366230964,457.36258912086487
0,fig16b,0,84.4044,10,10.0,3,0.3,396,0.0015416350215673,466.57298588752747
0,fig4a,1,71.9216,40,20.0,3,3.0,499,0.0012961173197254,1201.9359257221222
0,fig16b,0,83.9051,5,2.0,30,3.0,1122,0.0021466990001499,333.3182911872864
0,fig16b,1,84.7721,10,,100,0.3,408,0.0003938123991247,590.3485004901886
0,fig16b,1,84.8601,10,5.0,3,0.3,614,0.0016641792608425,389.5800626277924
0,fig4a,1,72.3678,40,40.0,10,3.0,293,0.0005384112591855,1399.6529054641724
0,fig4a,1,72.8543,20,20.0,10,0.3,396,0.0011871044989675,952.6144261360168
0,fig16b,0,84.4313,20,,30,0.3,300,0.000326167413732,755.1588196754456
0,fig16b,1,84.5775,5,,100,1.0,487,0.0006903504254296,362.8894164562225
0,fig16b,0,84.1604,40,,30,1.0,187,0.000213981809793,949.1449213027954
0,fig16b,0,83.8571,20,10.0,10,3.0,429,0.0008437588694505,515.6111264228821
0,fig16b,0,83.7986,10,10.0,100,3.0,466,0.0005442244582809,578.6203315258026
0,fig16b,0,83.8399,10,,10,3.0,466,0.0005895718932151,681.816547870636
0,fig16b,0,83.8199,10,5.0,300,3.0,663,0.000901403313037,464.1527886390686
0,fig4a,1,71.9216,20,20.0,3,3.0,499,0.0012961173197254,1168.516588449478
0,fig16b,0,84.436,20,20.0,300,0.3,265,0.0002347916451981,774.012095451355
0,fig4a,1,72.5513,40,20.0,100,3.0,417,0.0004140742239542,1083.13450050354
0,fig16b,0,84.1061,10,10.0,100,1.0,374,0.0004975326010026,491.26196122169495
0,fig16b,1,84.7998,5,,30,0.3,612,0.0007819986785762,468.91642785072327
0,fig16b,0,84.1036,10,5.0,300,1.0,554,0.0007319645374082,392.3846440315247
0,fig16b,1,84.8116,20,20.0,300,0.3,247,0.0002392789174336,717.1193842887878
